카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명
청소기,다이슨 청소기,다이슨 무선청소기 정품 충전기 (어댑터 / V6 V7 V8 V10 등 호환),거래중,"20,000원",양평제1동,2026-08-14,0,3,237,50.8℃,May,생활가전,파리바게트,"다이슨 무선 청소기 V6 모델입니다
핑크색이 예뻐요
배터리가 다 된것 같아요.부속용으로
내 놓습니다. 충전기 없어요.사용감은 약간 있지만 모두정상입니다. 
해외직구 제품이라 보상 판매도 실시한다고 하니 매장에 문의하시고 구매 권합니다."
청소기,다이슨 청소기,청소기 베터리 다이슨 호환 배터리 팝니다 미사용,거래중,"12,000원",신길동,2026-07-01,12,19,409,61.6℃,부의서행차선,생활가전,여의도 KBS 별관 버스정류장,"다이슨 청소기 옴니 글라이드 팝니다 구성품은 거치대와 청소기 충전 케이블 입니다 롤러 헤드가 180도 회전이라 구석 구석 청소가 잘됩니다 작고 가벼워 1인 가구 또는 여성분이 사용하기 편합니다
G1은 판매 완료"
청소기,다이슨 청소기,다이슨 V8 청소기 + 부속품 전부 다있슴 영등포동7가,거래중,"72,000원",영등포동,2026-07-31,0,0,85,38℃,Jjk,디지털기기,루브르시티 1층,"다이슨 V6 DC62 무선 청소기 판매해요
배터리는 리필 배터리 입니다.
배터리 교체하고 얼마 사용하지 않고 판매합니다
내부 청소 깨끗하게 해놨습니다. 
그대로 쓰시면 됩니다
문제있는곳 없습니다.
충전기 포함해서 드립니다. 거치대는 없습니다"
청소기,다이슨 청소기,다이슨 옴니 글라이드,거래완료,"120,000원",여의도동,2026-08-11,3,2,77,49.1℃,뿌지직,생활가전,목동10단지 문고리 거래희망,"다이슨 청소기 판매합니다

전부 분해해서 닦았습니다

편하게 연락주세요

환불x"
청소기,다이슨 청소기,다이슨 청소기 롤러 카페트롤러 양천,거래완료,"29,000원",양평제1동,2026-08-02,2,4,196,46.9℃,당근부자,생활가전,<직거래>,"다이슨 청소기 카페트롤러 
v7, v8,v10,v11호환됩니다.
몇번안써서 상태좋습니다.


#국내정품
#다이슨롤러
#v8카펫트롤러
#다이슨카페트롤러
#청소기헤드
#다이슨헤드"
청소기,다이슨 청소기,다이슨 V8 무선 청소(미개봉 새상품),거래완료,"250,000원",여의동,2026-08-11,1,4,53,39.3℃,marie,생활가전,여의도역,"다이슨 V8 무선 청소기 판매해요
사진에 보이는 구성품 그대로 미개봉 제품입니다
열어보지 않아서 구성품 사진은 없습니다"
청소기,다이슨 청소기,다이슨 V8 실버 레드 청소기,거래완료,"95,000원",도림동,2026-08-11,3,5,108,39.7℃,당당근,생활가전,신길스타벅스,"다이슨 V8 실버 레드 청소기입니다.
2024년 3월 38만원대에 구매
실사용 20회 미만
구매 직후에만 몇 번 사용했습니다.
상태는 매우 좋은 편이며 배터리도 오래갑니다.
원룸이라 사용빈도가 적어 판매합니다."
청소기,다이슨 청소기,다이슨 V6 앱솔루트 무선청소기,거래완료,1원,도림동,2026-07-01,5,26,950,53.6℃,미호아빠,생활가전,직거래는 영등포동3가 20번지 용용선생앞 입니다,"다이슨 V6 앱솔루트 무선청소기입니다

두달전 네이버카페에서 중고로 구매했습니다
전 판매자분이 배터리도 갈아 놓은지 얼마 안되어 쌩쌩합니다

튼튼한 거치대까지 사진대로 앱솔루트 구성품 그대로 다 있습니다

거치대에 툴 가짓수 6개인 제품입니다
"
청소기,다이슨 청소기,차이슨 다이슨급 무선 핸디 스틱 청소기 새상품 미개봉 팝니다,거래중,"75,000원",여의동,2026-06-01,3,9,175,39℃,깍쨍,생활가전,목동14단지에서 직거래 합니다,"❤️‍🔥대량 구매도 가능합니다❤️‍🔥
무선 BLDC 청소기 가성비 좋은 제품!!!!
마진 안보고 손해보고 팝니다
한정수량이고요
BLDC 싸이클론 모터 저소음
22,000pa 흡입력
최대 45분 사용 가능하고요
초경량 제품입니다
2,500mAh 리튬이온배터리

강력한 흡입

🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏

바로 구매 아닌 경우
👍택배비는 무료입니다👍"
청소기,다이슨 청소기,다이슨 V8 앱솔루트 무선청소기 풀구성,거래완료,"80,000원",신길제1동,2026-08-09,3,12,647,62.2℃,토마토,생활가전,구로sk뷰,"다이슨 V8 앱솔루트 무선청소기 풀구성입니다. (사용감많음)
물걸레청소기는 3회정도 사용하여 깨끗함

https://youtube.com/shorts/DzRxBqAwYkc?si=shN-bujMt_sWaXna

https://youtube.com/shorts/pncF4Wi93NA?si=Wnwe6yZXPo8EC82d"
청소기,다이슨 청소기,다이슨 v8 무선청소기 (새배터리) 양천,거래완료,"140,000원",양평제1동,2026-08-06,3,21,439,47.6℃,나리,생활가전,염창동 한강 지트리타워에서 직거래 가능합니다.,"다이슨 v8 무선청소기 입니다!
거치대 포함 풀 구성입니다.
새배터리로 교체하였습니다.

부속들은 거의 사용하지 않아서 새제품과 다름 없어요!
모터롤러(카펫롤러), 업탑어댑터,
창틀 및 구석브러쉬, 가방,
크레비스 툴, 전원 케이블, 충전용 거치대 포함해서 보관 중입니다.

바로 사용하시면 돼요~ 연락주세요"
청소기,다이슨 청소기,다이슨 V8 플러피 무선청소기 동작,거래완료,"70,000원",신길제5동,2026-08-09,1,2,68,41.9℃,동형뫈,생활가전,여의도 또는 마포 직거래합니다,"사무실에서 사용하던겁니다.
밧데리 방전 되었으며
부품용이나 밧데리 교체해서 사용하실분~~"
청소기,다이슨 청소기,다이슨 V6 무선청소기,거래완료,"30,000원",대림동,2026-08-05,1,3,169,61.9℃,오혜성,생활가전,여의도 직거래합니다,"다이슨 V6 무선청소기 레드 색상이에요
다양한 구성품과 함께 드려요
사진에서 보이는 그대로 구성품 모두 포함되어 있어요
청소하기 좋은 계절에 딱 맞는 제품이에요
밧데리  교체하셔야 해요
그래서 싸게 올립니다."
청소기,다이슨 청소기,다이슨 V10 본체. 부품용 문래동3가,거래완료,"30,000원",영등포동,2026-08-04,3,0,113,51.4℃,폴리,생활가전,강남성심병원하림대학교,"다이슨 V10(Dyson Cyclone V10) 무선청소기 본체

 2번 (싸이클론 및 본체 상단): 먼지와 공기를 분리하는 14개의 싸이클론 어셈블리 부위.

3번 (후면 필터): 미세먼지를 걸러내며 탈부착이 가능한 포스트 모터 필터(배기 필터).헤파필터

1번 (먼지통): 흡입된 먼지가 모이는 투명한 클리어 빈(Bin) 먼지통입니다.

2번의 모터고장 났고,
사이클론어셈블리가 겉면이 금이갔어요

모터와 사이클론을 교체 하면
사용가능

먼지통 헤파필터
트리거손잡이  정품밧데리 는
 이상없어요. 


"
청소기,다이슨 청소기,다이슨 V7 플러피 플러스 무선 청소기(부품용) 서울,예약중,"40,000원",영등포구,2026-07-31,0,2,101,36.3℃,김당근,생활가전,상도동아이파크 정문,"다이슨 V7 플러피 플러스 무선 청소기 
사진에 보이는 구성품 모두 포함되어 있어요
배터리 교체하시면 사용가능할텐데
부품용으로 저렴하게 내놓습니다."
청소기,다이슨 청소기,다이슨(Dyson) 청소기 정품 완드 스틱 연결봉 V7 V8 V10 V11,거래중,"21,000원",도림동,2026-06-01,4,7,145,41.8℃,3789477173,생활가전,아파트,"다이슨 청소기 헤드 및 다양한 툴 세트입니다
- 틈새 툴, 매트리스 툴, 소프트 더스팅 브러쉬, 와이드 노즐 툴 등 다양한 종류가 있습니다
- 다이슨 무선 청소기와 호환됩니다
- 좁은 틈새 청소, 침구 청소, 먼지 제거 등 다양한 용도로 활용 가능합니다

사진에 보이는 다이슨 헤드 판매합니다!
사용을 잘 안해서 크게 오염된 부분은 없으나 사용감 있습니다!"
청소기,다이슨 청소기,미개봉 새상품 진공 무선 청소기 차이슨 저렴하개 팝니다,거래중,"75,000원",도림동,2026-07-01,1,6,146,39℃,깍쨍,생활가전,"구매 후 환불 어려우니, 직거래 시 꼼꼼히 확인 부탁드립니다.","❤️‍🔥대량 구매도 가능합니다❤️‍🔥
무선 BLDC 청소기 가성비 좋은 제품!!!!
마진 안보고 손해보고 팝니다
한정수량이고요
BLDC 싸이클론 모터 저소음
22,000pa 흡입력
최대 45분 사용 가능하고요
초경량 제품입니다
2,500mAh 리튬이온배터리

강력한 흡입

🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏

바로 구매 아닌 경우
👍택배비는 무료입니다👍"
청소기,다이슨 청소기,다이슨 샤크 급 무선 진공 핸디 스틱 BLDC 진공 청소기 미개봉 새상품 상품 팔아요,거래완료,"75,000원",도림동,2026-07-01,4,8,505,39℃,깍쨍,생활가전,문고리거래,"❤️‍🔥대량 구매도 가능합니다❤️‍🔥
무선 BLDC 청소기 가성비 좋은 제품!!!!
마진 안보고 손해보고 팝니다
한정수량이고요
BLDC 싸이클론 모터 저소음
22,000pa 흡입력
최대 45분 사용 가능하고요
초경량 제품입니다
2,500mAh 리튬이온배터리

강력한 흡입

🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏

바로 구매 아닌 경우
👍택배비는 무료입니다👍"
청소기,다이슨 청소기,다이슨 V6 플러피 무선 청소기,나눔완료,무료나눔,양평제1동,2026-07-31,3,0,183,41.5℃,투맨맘,생활가전,목동 7단지아파트 인근,"다이슨 V6 플러피 무선 청소기입니다
다양한 구성품과 함께 사용 가능해요
사진에서 보이는 그대로 구성품 모두 드립니다.  배터리 안되고 충전기 불량입니다."
청소기,다이슨 청소기,다이슨 V7 모터헤드 무선청소기 양천,거래완료,"35,000원",양평제1동,2026-07-31,5,6,350,46.7℃,예감,생활가전,직거래 위치: 빙츄르 신림점,"다이슨 V7 모터헤드 무선청소기입니다
사진에서 보이는 구성품 그대로 드려요
강력한 흡입력 하나만큼은 진짜 압도적! 구형 모델인만큼 사용감은 분명 있습니다. 브랜드제품 저렴히 사용하실분들께 추천 드려요~!^^"
청소기,다이슨 청소기,다이슨 디지털 슬림 무선청소기 퍼플,거래완료,"140,000원",신길제1동,2026-07-31,1,3,112,41℃,별명없음,생활가전,직거래는 서울 강서구 화곡동 입니다,"다이슨 DC44 무선 청소기입니다
사진에서 보이는 구성품이 전부 입니다.

배터리는 작동되고 청소도 되지만, 다른 청소기가 있어서 팝니다."
청소기,다이슨 청소기,다이슨 360 vis nav 로봇청소기 미개봉,거래완료,"260,000원",신길제5동,2026-07-01,1,9,163,38.7℃,파나타,생활가전,동부센트레빌 아파트,"다이슨 360 vis nav 로봇청소기입니다
스마트폰 앱 연동으로 편리하게 사용 가능해요

제 위치까지 오시면 30 만원입니다!"
청소기,다이슨 청소기,호환 다이슨 청소기 V10 V11 V12 V15 충전기 어댑터 서울,거래중,"10,000원",영등포구,2025-08-30,11,6,351,38.7℃,새벽지기,생활가전,장수공원,"다이슨 V8 앱솔루트 엑스트라 무선청소기 판매해요
사진에 보이는 구성품 모두 포함되어 있어요
깔끔한 디자인으로 인테리어 효과도 좋아요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요

작동시  모터가 윙하고 돌아가지 않고 윙..윙.. 윙..하고 돌아가는데 롤러는 계속 돌아갑니다
이 점 고려해서 저렴하게 당근합니다"
청소기,다이슨 청소기,다이슨 청소기 액세서리,거래완료,"10,000원",신길제5동,2026-07-31,2,1,58,44.2℃,mh,생활가전,가산미소지움오피스텔,"다이슨 무선청소기 V8모델입니다

*   흡입력 좋아요
*   다양한 툴 포함
*   상태는 사진 참고해주세요
*   밧데리 25분 

소프트롤러랑 그외2가지만 사용해서 다른 툴들은 거의 새제품입니다.
거치대까지 드리구요. 다이슨 툴 보관 가방
필터는 정품 아니여도 교체해서 사용하시면 될듯합니다
부피랑 무게가 있어서 
저희 아파트까지 오셔야해요.
힐스테이트상도프레스티지 후문"
청소기,다이슨 청소기,다이슨 V10 플러피 오리진 무선청소기 양천,거래중,"130,000원",양평제1동,2026-07-31,1,5,219,44.8℃,영구스밥버거,생활가전,염창역1번출구,"다이슨 V10 플러피 오리진 무선청소기 판매합니다

기본구성
청소기+배터리+호환봉+소프트롤러(상태B)+충전기

필독 *** 옵션 여러가지로 구성해서 구매하시면 됩니다

배터리 두개 여분으로 가져가실지
거치대 포함으로 가져가실지
소프트 롤러는 둘 중에 어느것으로 가져가실지
정품봉으로 하실지 호환봉으로 하실지

선택하셔야 합니다.

제가 다른 v8 쓰고 있어서 남는 것 가지려고 합니다.

각각 가격은 다르게 책정됩니다
문의 주세요

** 소프트 롤러는 둘 다 내부세척 완료
청소기는 간단히 분해세척 완료입니다"
청소기,다이슨 청소기,최고성능 급처분 저다이슨 V11 에어워츠 cf+ 골드 무선청소기 양천,거래완료,"280,000원",양평제1동,2026-07-31,1,2,189,63.4℃,신정판돌이,생활가전,직거래만 가능합니다.,"다이슨 V11 에어워츠 cf+ 골드 무선청소기 판매해요
사진에서 보이는 구성품 그대로 드려요
완벽핝 미세먼지 박멸 가능한 모델입니다
강력한 흡입력으로 집안 구석구석 깨끗하게 청소해보세요..
풀구성이며 세척해두었습니다."
청소기,다이슨 청소기,다이슨청소기 세척해주실붘 양천,거래중,"50,000원",양평제1동,2026-07-31,2,2,35,37℃,어피치,생활가전,구로디지털역 4번출구,"안녕하세요 다이슨청소기 분해세척해 주실분이 계실까요
"
청소기,다이슨 청소기,다이슨 청소기 충전기,거래중,"17,000원",신길제5동,2026-07-01,5,3,125,44.5℃,goodhappy,생활가전,목동7단지에서 직거래원합니다,"다이슨 청소기 충전기입니다
사진에서 보시는 것처럼 구성품은 충전기 본체와 전원 케이블입니다
깔끔한 디자인으로 어느 공간에나 잘 어울려요
다이슨 청소기 사용하시는 분들께 유용한 아이템이에요"
청소기,다이슨 청소기,상태 깨끗 다이슨 청소기용 정품 충전기 팝니다 2만5천원 청소기아님 영등포동3가,거래중,"23,000원",당산제1동,2026-08-09,0,0,26,99℃,부잣집,생활가전,직거래는 영등포동3가20번지 용용선생앞입니다,"상태 깨끗 다이슨 청소기용 정품 충전기 팝니다 2만5천원 청소기아님 
참고로 v6  7  8 용과 v 10  11 용 있습니다
프리볼트라 쓰시는데 상관없지만 사진처럼 아답터 끼워져있습니다
직거래는 영등포동3가20번지 용용선생앞입니다
반값택배 2천원 추가시 가능합니다"
