카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명,가격원
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터프로x2 핑크,거래완료,"250,000원",가락1동,2026-06-04,2,3,78,49.8℃,바치케,뷰티/미용,문고리거래 또는 우편함거래 희망합니당,"메디큐브 에이지알 부스터프로x2 핑크 색상이에요
2회정도 사용했고 손이 잘 가지 않아 판매합니당

문고리거래 또는 우편함거래 희망합니당",250000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 미니 플러스,거래완료,"70,000원",석촌동,2026-07-04,3,6,156,38.2℃,로니,뷰티/미용,,"메디큐브 age-r 부스터 프로 미니 마이멜로디 특별 에디션

올리브영 명동매장에서 구매한 정품이고, 풀박스를 포함한 본품과 설명서가 그대로 있고 박스 안에 정품 바코드도 있어요.

실사용 10회 미만이고 저는 써보니 좋아서 부스터프로로 업그레이드 하려고 올립니다.",70000
마미케어,메디큐브 부스터프로,새상품 미개봉) 메디큐브 에이지알 부스터 프로 미니 플러스 핑크,거래완료,"80,000원",잠실4동,2026-07-04,2,8,150,47.8℃,뮤암바,뷰티/미용,,"메디큐브 에이지알 부스터 프로 미니 플러스 핑크 색상이에요
블루투스 연동으로 실시간 케어 시간 확인 및 리모트 컨트롤 기능, 배터리 잔량 확인이 가능해요
레드, 블루, 퍼플 3가지 LED 모드로 맞춤 케어가 가능하답니다
피부 고민 있으신 분들께 추천드려요",80000
마미케어,메디큐브 부스터프로,메디큐브 마이멜로디 에이지알 부스터 프로 미니 플러스,거래완료,"70,000원",잠실본동,2026-06-04,2,3,33,55.7℃,니순,뷰티/미용,직거래 장소 협의 가능합니다,"메디큐브와 마이멜로디가 만나 탄생한 에이지알 부스터 프로 미니 플러스에요
사랑스러운 마이멜로디 디자인으로 소장 가치까지 높였어요
풀세트 입니다

사용횟수 얼마 안 됩니다! 손이 잘 안 가서 판매해요

알콜스왑 쓰면 부식?된다고 해서 소독티슈 따로 구매해서 매번 닦아서 썼어요

직거래 장소 협의 가능합니다",70000
마미케어,메디큐브 부스터프로,[미개봉 새제품] 메디큐브 에이지알 부스터프로 핑크 + PDRN 핑크 크림 & 마스크팩 풀세트,거래완료,"320,000원",잠실동,2026-06-04,0,0,53,37.3℃,은행강사,뷰티/미용,📍 거래 방식: 직거래는 남양주 호평동 또는 택배 거래 가능 (+배송비 별도),"선물 받고 비닐도 뜯지 않은 완벽한 새상품 상태 그대로 보관 중입니다.

구성품 목록 (전체 미개봉 새제품)
1. 에이지알 부스터 프로x2
2. 피디알엔 핑크 콜라겐 캡슐 크림 
3. 피디알엔 핑크 비타 코팅 세럼 마스크 10매입 
    일괄 320,000원에 저렴하게 판매합니다

새 상품이라 네고는 정중히 사양합니다. 
📍 거래 방식: 직거래는 남양주 호평동 또는 택배 거래 가능 (+배송비 별도)",320000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 핑크 새상품,거래완료,"170,000원",잠실7동,2026-07-04,1,3,97,44.4℃,하이,뷰티/미용,,"메디큐브 에이지알 부스터 프로 핑크 미개봉 새상품입니다!!
미국 세포라에서 사고 그대로 들고와서 안쓰게 되네요ㅠㅠ",170000
마미케어,메디큐브 부스터프로,(새상품) 메디큐브 에이지알 부스터 프로 미니 플러스 짱구 에디션,거래완료,"95,000원",잠실2동,2026-05-05,3,3,106,96.7℃,체리레드,뷰티/미용,잠실새내역 에서 직거래 또는,"메디큐브 에이지알 부스터 프로 미니 플러스 짱구 에디션 입니다. 

본품과 전용파우치 구성으로, 미개봉 새상품이에요. 짱구캐릭터가 넘 귀엽습니다. 사진찍느라 열어본게 다에요. 

잠실새내역 에서 직거래 또는
반값택배 +2,000원
일반택배 +3500원 입니다.",95000
마미케어,메디큐브 부스터프로,[미개봉/새상품] 메디큐브 AGE-R 부스터 프로 블랙,거래완료,"165,000원",잠실2동,2026-05-05,3,12,108,43.9℃,잇챠챠,뷰티/미용,,"메디큐브 에이지알 부스터 프로 블랙 판매합니다
미개봉 제품이고, 선물받았는데 동일한 제품이 있어서 판매합니다🩵",165000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 블랙 풀박스 미개봉 새상품,거래완료,"140,000원",석촌동,2026-05-05,0,0,25,42.8℃,noah,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 블랙 색상 풀박스 제품이에요

사진에서 보시는 것처럼 구성품 모두 포함되어 있어요

새 제품 가격보다 훨씬 저렴하게 가져가실 수 있어요

피부 탄력과 리프팅에 관심 있는 분들께 추천드려요

미사용 세재품입니다",140000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙,거래완료,"136,000원",잠실본동,2026-05-05,4,12,207,42.2℃,요키,뷰티/미용,삼전역 직거래 합니다. 편히 챗주세요.,"메디큐브 에이지알 부스터 프로 블랙 색상이에요. 
구성품은 본체와 설명서, 충전 케이블이 있어요. 
사진에서 보이는 것처럼 깔끔한 상태를 유지하고 있어요. 
피부 탄력과 리프팅에 관심 있는 분들께 추천드려요. 

삼전역 직거래 합니다. 편히 챗주세요.",136000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 블랙 풀박스(새상품),거래완료,"160,000원",신천동,2026-05-05,2,8,85,43.2℃,한나엄마,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 블랙 색상 풀박스입니다
사진에서 보이는 구성품 그대로 보내드려요
피부 탄력과 리프팅에 도움을 주는 제품이에요
집에서 간편하게 홈케어 하고 싶으신 분들께 추천드려요",160000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 미개봉 새상품,거래완료,"180,000원",잠실2동,2026-04-05,2,5,99,39.1℃,먀먀먀미,뷰티/미용,,"메디큐브 에이지알 부스터 프로 블랙 미개봉 새상품입니다
친구 생일 선물로 샀다가 다른 걸로 주게 되어 팔아요
공홈 정가 39만원 정가입니다
풀패키지로 드려요",180000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 풀박스,거래완료,"136,000원",거여1동,2026-05-05,2,6,119,35.9℃,가을너머,뷰티/미용,선릉역 직거래,"메디큐브 에이지알 부스터 프로 블랙 색상 풀박스 구성이에요
피부 관리 효과를 높여주는 뷰티 디바이스랍니다
구성품 모두 사진에 담아두었으니 확인해주세요
피부 탄력과 광채를 원하시는 분들께 추천드려요
3번 정도 사용이라 거의 새거에요

-개인간 거래로 환불불가
-선릉역 직거래",136000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 미니 플러스,거래완료,"80,000원",오금동,2026-05-05,1,1,61,52.9℃,웰든,뷰티/미용,착불혹은직거래가능합니다,"메디큐브 에이지알 부스터 프로 미니 플러스와 트리플 콜라겐 세럼 세트예요
사진에서 보이는 구성품 그대로 보내드려요
피부 탄력과 광채를 더해주는 제품으로 홈케어 효과를 느껴보세요
선물받은 미개봉새상품입니다
착불혹은직거래가능합니다",80000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 미니 핑크팝니다.,거래완료,"35,000원",방이2동,2026-05-05,3,3,99,44.3℃,징네징,뷰티/미용,,"메디큐브 에이지알 부스터 프로 미니 핑크 팝니다.
충전기는 없는데 c타입 충전기로 충전 가능합니다.

네고 가능합니다.",35000
마미케어,메디큐브 부스터프로,메디큐부 부스터프로x2 핑크색,거래완료,"280,000원",잠실3동,2026-05-05,1,2,98,42.7℃,윤슬마켓,뷰티/미용,직거래는 가능합니다 잠실역 희망,"메디큐부 부스터프로x2 핑크색, 파우치같이 포함
파우치에 풀박스 입니다
정상 작동되고 하자 전혀 없습니다
핑크색은 흔하지 않아서 괜히 더 예쁜느낌이 들어요ㅎ
원하시면 사은품 수분시트팩 같이 드릴게요


직거래는 가능합니다 잠실역 희망
바로구매도 가능합니다",280000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로+캡슐크림 미개봉 판매,거래완료,"195,000원",잠실3동,2026-04-05,1,0,42,36.8℃,동그라미,뷰티/미용,,"미개봉 제품 입니다.
본체 및 캡슐크림 묶음으로 판매합니다.
",195000
마미케어,메디큐브 부스터프로,신상 메디큐브 에이지알 부스터 프로x2 핑크,거래완료,"200,000원",삼전동,2026-04-05,3,12,175,37.1℃,꾸루직,뷰티/미용,직거래만 가능합니다,"이번에 나온 메디큐브 에이지알 부스터 프로x2 핑크 색상 팝니다.
본체와 충전기, 파우치, 설명서까지 모두 포함되어 있고 풀박이에요 다른 뷰티기기가 생겨서 팝니다 4번 사용했습니다
직거래만 가능합니다",200000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터프로미니 1회사용,거래완료,"50,000원",잠실동,2025-09-02,4,30,725,48.9℃,choco,뷰티/미용,직거래 잠실새내-종합운동장 사이,"메디큐브 에이지알 부스터프로 미니입니다.(1세대)

1번 쓰고 안쓰게 되서 당근합니다.

새제품 컨디션이며 정품인증스티커 있고 풀박이며 파우치 모두 드립니다~

⛔️네고(택배비포함요구 등) 답변 안합니다

*반택비별도
*직거래 잠실새내-종합운동장 사이
*교환, 환불X",50000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로,거래완료,"140,000원",잠실동,2026-04-05,3,3,46,67.5℃,마루냥,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 판매해요

본체와 사용 설명서, 충전 케이블이 포함되어 있어요
블랙 색상이고 구성품 모두 사진에 보이는 그대로예요
잘 작동하는것 확인했고 C타입 충전입니다 


사고 거의 몇번 하지 않았습니다만 보관을 좀 했어서 겉 상자만 사용감 살짝 있고 기기는 거의 새것 컨디션입니다 

잘사용하지 않아서 판매합니다",140000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙(헤드커버 포함),거래완료,"150,000원",삼전동,2026-04-05,1,1,39,38.9℃,치치,뷰티/미용,,"메디큐브 에이지알 부스터 프로(헤드커버 포함)
7회 정도 사용했고 충전케이블을 포함한 풀박스로 보관 중입니다.

알콜 스왑으로 닦아가며 사용했습니다!",150000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로미니,거래완료,"40,000원",잠실3동,2026-04-05,2,4,145,41.5℃,마루야,뷰티/미용,직거래 잠실역 6번 출구,"메디큐브 부스터프로미니 판매합니다.(사용감ㅇ)

직거래 잠실역 6번 출구",40000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 미개봉 새상품,거래완료,"200,000원",잠실3동,2026-04-05,1,5,179,44.1℃,맘껏고고,뷰티/미용,"직거래 선호, 바로구매도 가능해요!","메디큐브 미개봉+마스크팩 2매입니다.
꾸준히 하면 확실히 효과가 좋아요. ^^
메디큐브 정품이구요. 
크랙이 생겨서 as신청 후 새상품으로 받았어요. 
제조날짜로부터 1년 6개월 전에 이상이 생기면
as도 가능해요. 
제조날짜(본체에 적힘)는 최근일꺼예요. 
새상품으로 받은지 1달도 안됐거든요.
As응대가 아주 좋아요.
직거래 선호, 바로구매도 가능해요!
궁금한 내용 있으면 쳇 주세요~",200000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 블랙,거래완료,"140,000원",잠실2동,2026-04-05,1,4,55,40.8℃,답장느려욤,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 블랙 색상 판매. 

공식몰에서 구매했어요~

사용감 있구 기능엔 문제 없습니다~ 

구성품: 박스+ 본 제품",140000
마미케어,메디큐브 부스터프로,[거의 새제품] 메디큐브 에이지알 부스터 프로 핑크 / 10회 미만 사용 / 풀구성,거래완료,"150,000원",문정동,2026-03-06,3,17,407,37.2℃,쟈니,뷰티/미용,직거래 / 택배 모두 가능해요.,"안녕하세요 🌼

메디큐브 에이지알 부스터 프로 핑크 판매합니다.

25년 겨울에 구매했고, 10회 미만으로 사용했어요.
피부관리 기기를 여러 개 사용하다 보니 손이 잘 안 가서 정리합니다.
보관만 해둔 상태라 사용감 거의 없고, 작동 잘 됩니다.

✔ 구성품 전부 보관 중 (박스 포함)
✔ 충전 및 작동 이상 없음
✔ 알코올 소독 후 전달 예정

예민하신 분은 패스 부탁드리고,
쿨거래 시 약간의 네고 가능합니다 😊

직거래 / 택배 모두 가능해요.
문의 주세요!",150000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터프로 풀박,거래완료,"105,800원",잠실6동,2026-04-05,3,11,466,37.5℃,김진진,뷰티/미용,,"메디큐브 AGE-R 부스터프로
박스 전부 있습니다

상태는 사진과 같아요
잘 보관하고 많이 쓰지는 않았지만, 예전에 산 물품이라 사용감이 느껴질 수도 있어요
불편하지 않으신 분 연락주세요

24년 1월 구매했습니다",105800
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 풀박스,거래완료,"140,000원",잠실2동,2026-04-05,2,2,71,37.1℃,몽이맘,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 풀박스입니다

- 풀박스 구성 (본체, 충전 케이블, 설명서, 박스)

피부 속 광채, 탄력, 모공, 피부결, 진피층까지 토탈 케어가 가능합니다

제조일자는 2024년 5월입니다
사용 5회미만으로 거의 새상품입니다",140000
마미케어,메디큐브 부스터프로,(마지막가격)메디큐브 부스터 프로 미니,거래완료,"40,000원",삼전동,2026-03-06,3,8,176,41.1℃,니유니유,뷰티/미용,,"메디큐브 부스터 프로 미니입니다
- 작고 가벼워서 휴대하기 편리하고 사용하기 쉬워요
- 피부 속 깊숙이 유효 성분을 전달하여 피부 개선에 도움을 줍니다
- 집에서 간편하게 피부 관리를 할 수 있다는 장점이 있습니다",40000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로,거래완료,"110,000원",문정동,2026-03-06,2,0,64,42.6℃,아싸뵹,뷰티/미용,,"제품만 있어서 싸게 넘김
집에 충전기로 그냥 충전하시면 됩니다
2-3회 사용",110000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로미니,거래완료,"52,000원",잠실4동,2026-01-05,4,23,514,39.9℃,당긍망켕,뷰티/미용,,"https://naver.me/G1mHL5z8 상품 상세페이지입니다

분홍색이구요
사두고 손이 잘 안가서 판매합니다
박스 없고 제품만 있어서 저렴하게 판매합니다",52000
마미케어,메디큐브 부스터프로,에이지알 메디큐브 부스터프로 핑크,거래완료,"120,000원",잠실3동,2026-03-06,3,2,111,39.4℃,생각하는당근,뷰티/미용,,"에이지알 메디큐브 부스터프로 핑크
박스 및 구성품은 없어요",120000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 핑크 풀세트 새상품,거래완료,"230,000원",잠실동,2026-03-06,2,2,55,39.6℃,플라잉,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 핑크, PDRN 글로우 키트, 핑크 버니 헤드 케이스 풀세트 새상품입니다
피부 속 콜라겐, 탄력, 모공, 피부결, 윤기, 톤, 진정, 보습 개선에 도움을 줍니다
-피부 속 광채를 깨워주는 PDRN 글로우 키트와 함께 사용하면 더욱 좋습니다",230000
마미케어,메디큐브 부스터프로,<새상품>메디큐브 에이지알 부스터 프로 핑크 풀박스,거래완료,"200,000원",잠실동,2026-03-06,0,2,44,55.9℃,김당근,뷰티/미용,직거래 잠원동 소재 아파트입니다.,"메디큐브 에이지알 부스터 프로 핑크색상 풀박스입니다
구성품 확인으로 겉 비닐만 뜯었고 미사용 새제품이에요

- 풀박스 구성품 (본체, 사용 설명서, C타입 케이블)
- 피부 컨디션에 맞춰 사용 가능
- 부스터 모드, 미세전류 모드, 더마샷 모드, 에어샷 모드 지원
이라고 하네요

GS 반값 택배가능합니다. 
택배비 부담하셔야합니다.

직거래 잠원동 소재 아파트입니다.
비대면 거래 시에는 문 앞에 내놓을게요.
거래하시면 상세주소 알려드립니다.

사진 자세히 봐주세요.
반품X 환불X",200000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 미개봉 새상품,거래완료,"210,000원",잠실본동,2026-03-06,1,1,14,39.7℃,호이이,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 블랙 색상 미개봉 새상품입니다
실링도 안뜯은 최근 제조된 새상품입니더",210000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 블랙,거래완료,"150,000원",잠실3동,2026-03-06,5,4,,46.6℃,용꼬리용용,뷰티/미용,CU 반값택배 선호하고 직거래도 가능한데 반품은 시간이 없어 어려워요!!,"메디큐브 에이지알 부스터 프로 블랙 색상입니다
핑크파우치까지 드려요!
한 한달 열심히 하다가 아예 안해서 ㅎ 사용감은 보시다시피 거의 없습니다🙅🏻‍♀️ 이사하는데 짐돼서 팔아요 

CU 반값택배 선호하고 직거래도 가능한데 반품은 시간이 없어 어려워요!!",150000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 프로 미니 (3회사용),거래완료,"55,000원",잠실본동,2026-02-04,3,15,225,45.3℃,커피한잔할래용,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 미니 입니다
풀박스이고 3회만 사용해 상태 좋습니다. 부스터프로 구매하여 판매합니다.",55000
마미케어,메디큐브 부스터프로,(미개봉) 메디큐브 에이지알 부스터 프로 새상품,거래완료,"200,000원",신천동,2026-01-05,1,2,50,37.2℃,heeee,뷰티/미용,잠실역,,200000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 (새제품),거래완료,"230,000원",삼전동,2026-01-05,1,3,71,44.1℃,고양이집사,뷰티/미용,,"메디큐브 에이지알 부스터 프로 새제품입니다 블루투스 지원되는 제품 
 
블랙,핑크 두가지 색상 

- 7가지 모드로 풀케어 가능
- 피부 속 광채를 깨워주는 부스터 프로
- 다양한 피부 고민을 해결해줍니다

피부 전문가가 만든 에이지알 부스터 프로로 피부 관리하세요",230000
마미케어,메디큐브 부스터프로,메디큐브 AGR 부스터 프로 블랙 하남,거래완료,"90,000원",위례동,2025-12-06,4,8,128,42.2℃,토토,뷰티/미용,,"메디큐브 AGR 부스터 프로 블랙 색상입니다
피부 속 광채와 탄력을 채워주는 데 도움을 줍니다
USB 충전 케이블 포함되어 있습니다
피부결 개선과 모공 케어에 효과적입니다
박스가 없어서 싸게 내놓습니다",90000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 마이멜로디,거래완료,"210,000원",삼전동,2025-11-06,1,4,126,39.4℃,왕키,뷰티/미용,,"메디큐브 AGE-R 부스터 프로 마이멜로디 에디션 풀박스 입니다.

구매하고 한번 사용 후 그대로 보관중입니다.
제피부에는 자극되는거 같아서 판매합니다.",210000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로 미니 핑크,거래완료,"60,000원",잠실본동,2025-11-06,0,1,57,40.3℃,만두호빵,뷰티/미용,• 직거래,"메디큐브 부스터 프로 미니 핑크

메디큐브 부스터 프로 미니 핑크 판매합니다!
사용감이 정말 적지만 저렴하게 내 놓아요🫶🏻

• 직거래
• 일반택배 / 4,000원
• 반값택배 / 1,800원
• 알뜰택배 / 1,800원",60000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 풀박스,거래완료,"175,000원",삼전동,2025-11-06,1,0,43,65.1℃,명재,뷰티/미용,,"메디큐브 에이지알 부스터 프로 블랙 풀박스입니다
피부 속 광채 효과
피부결 개선에 도움
모공 케어에 효과적
하자 전혀없고 실사용 5회 미만입니다",175000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 미니 핑크,거래완료,"55,000원",오금동,2025-11-06,2,2,62,47.1℃,랄랄라,뷰티/미용,,"메디큐브 부스터 프로 미니 핑크색입니다~
피부톤과 광채 개선에 도움을 줍니다
피부결 개선에도 효과적입니다
저는 귀차니즘으로 두세번 사용했어요~😅
박스는 있는데 충전선만 분실했어요~
원하시면 집에 있는  충전선 드릴께요
연락주세요 ㅎㅎ",55000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로 미니 핑크,거래완료,"56,000원",삼전동,2025-11-06,1,9,161,38.4℃,매너있게합시다,뷰티/미용,,"메디큐브 부스터 프로 미니 핑크입니다~ 
핑크색이고, 꼼꼼하게 사용해서 상태 좋아요~
화면 구성대로 본품만 입니다",56000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 박스포함,거래완료,"170,000원",신천동,2025-10-07,1,3,164,38.2℃,세월,뷰티/미용,,"메디큐브 에이지알 부스터 프로 2024년 2월 15일에 구매한 제품입니다. 사용은 잘 안했고 세척 비누로 박박 닦았습니다.
작동 제대로 합니다~
충전기는 없습니다.
c타입으로 충전 하실 수 있어요",170000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 미니 플러스 마이멜로디 에디션,거래완료,"85,000원",잠실2동,2025-10-07,0,6,109,78.3℃,흰뎅,뷰티/미용,,,85000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 에이지알 부스터 프로 디바이스,거래완료,"150,000원",잠실4동,2025-10-07,8,6,128,43.5℃,heajuxx,뷰티/미용,,"사용 한번하고 보관중입니다.

게을러서 잘 안 쓰게 되네요. 

빠른 거래시 네고 가능합니다.",150000
마미케어,메디큐브 부스터프로,Medicube 에이지알 부스터 프로,거래완료,"165,000원",문정동,2025-09-02,2,1,74,39.1℃,솜사탕,뷰티/미용,,"메디큐브 에이지알 부스터 프로 
박스도 같이 드려요! 블랙 색상에 사용법도 간단합니다

구매 후 몇차례 사용하다 게을러서 사용을 안하고 보관만하네요. 
2024년 8월 구매한거 같아요 

택배 거래 선호 
반값택배 가능합니다",165000
마미케어,메디큐브 부스터프로,미개봉~ 메디큐브 에이지알 부스터 프로,거래완료,"220,000원",잠실3동,2025-09-02,2,7,115,61℃,오공,뷰티/미용,잠실트리지움 직거래 합니다,"메디큐브 에이지알 부스터 미개봉 새상품입니다

- 퀵, 딥, 톤업, 탄력, 모공 부스팅 모드
- 멸균 티타늄 헤드
- 3단계 안전 시스템
- 인체공학적 디자인

잠실트리지움 직거래 합니다",220000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 미니 핑크 + PDRN 세럼 + 박스,거래완료,"73,000원",잠실4동,2025-09-02,2,5,149,52.5℃,유과,뷰티/미용,• 직거래 가능,"올해 4월에 구매한 제품입니다.

별로 사용하지 않아서 새상품과 다름없고, 알콜 솜으로 소독 또한 마쳤습니다 👼 화장품 흡수를 도와주고 미백 / 트러블에 효과 볼 수 있는 제품입니다! 

메디큐브 세럼 1.5ml* 10ea 와 박스도 함께 드립니다! 

쿨거시 네고 가능 ✅
구매 의사 없으시면 채팅 ❎

• gs25 cu 반택 +2,000원
• 직거래 가능",73000
마미케어,메디큐브 부스터프로,미개봉 새상품/메디큐브 AGE-R 부스터 프로,거래완료,"240,000원",잠실3동,2025-09-02,9,11,276,43.6℃,토슈즈,뷰티/미용,,"얼마전 선물 받았는데 사용중인거랑 
같은 제품이라 판매 합니다

현재 메디큐브 공식 스마트스토어에서
340,000원 판매중인 제품입니다

미개봉에 쇼핑백까지 있어
선물용으로도 좋을 것 같습니다

당근페이 거래
택배 거래 합니다(택비포함)",240000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로 (AGE R Booster Pro),거래완료,"160,000원",잠실7동,2025-09-02,3,2,120,37.8℃,쿨맘,뷰티/미용,,"작년에 홈쇼핑에서 구매해서 다섯번 정도 사용하고서는 계속 사용하지를 못해서 내놓습니다.. 
새상품 상태에서 몇번 사용하지않고 박스에 잘 모신거라 상태는 최상이고 사용설명서까지 박스채 있어요.

제품은 워낙 인기있어서 잘 아실 에이지알 부스터프로구요.. 높은수준의 케어효과를 위해  광채 라인 탄력 모공 5가지LED 소닉 바이브레이션이 들어간 6 in 1 케어제품이에요... 

메디큐브 부스터프로에 관심있으신분들 연락주세요..",160000
마미케어,메디큐브 부스터프로,메디큐브 애이지알 부스터 프로 핑크,거래완료,"190,000원",잠실동,2025-09-02,0,1,53,47.4℃,호빵,뷰티/미용,,"부스터 프로 핑크색입니다
사용 횟수 3 회입니다

- LED 마스크 기능
- 갈바닉 이온 마사지
- 모공, 미백, 주름 개선, 탄력, 피부톤 개선에 도움
- 쿨링, 온열 마사지 기능
- 클렌징 및 영양 공급

풀박스 / 25년 2월 선물 받았습니다.

쿨거 시 택포 가능",190000
마미케어,메디큐브 부스터프로,(한정판)메디큐브 에이지알 부스터 프로 쿠로미,거래완료,"300,000원",석촌동,2025-09-02,2,4,127,41.1℃,대롱이,뷰티/미용,,"메디큐브 에이지알 부스터 프로 쿠로미 에디션입니다

구성품 케이블말고 안뜯엇고 1회 사용하였습니다. 

구매하시면 차홍 듀얼하드왁스, 픽스볼륨헤어스프레이 같이 드립니다",300000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로,거래완료,"252,000원",잠실본동,2025-09-02,2,3,142,43.7℃,간지간지,뷰티/미용,,"메디큐브 에이지알 부스터 프로입니다
올리브영 어워즈 한정 기획 상품이에요

- 6 in 1 토탈 케어 (광채, 탄력, 볼륨, 모공 케어)
- PDRN 앰플 2종 증정
- 풀박스 구성입니다

새상품(미개봉) 입니다",252000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로 핑크,거래완료,"200,000원",문정동,2025-09-02,1,4,192,42.4℃,퉁투니,뷰티/미용,,"구매 후 10회 전 후 사용
사진과 같이 깨끗해요
같이 구매한 커버캡 2개 포함",200000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터프로 (미개봉)+마스크팩,거래완료,"225,000원",석촌동,2025-09-02,4,3,115,39.9℃,째이,뷰티/미용,석촌역 매봉역 인근 직거래 가능합니다,"부스터프로 미개봉 새제품 판매합니다. (+메디큐브 마스크팩 5매)
25년 3월 메디큐브 공홈에서 배송받은 리뉴얼 새제품입니다. 

석촌역 매봉역 인근 직거래 가능합니다",225000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터프로 미개봉 삽니다,거래완료,"210,000원",가락2동,2025-09-02,2,2,318,37.3℃,달덩이,뷰티/미용,,"에이지알 부스터프로 미개봉 상품 삽니다
색상은 상관없어요
채팅주세요~",210000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터프로 미니,거래완료,"78,000원",장지동,2025-09-02,1,7,232,41.2℃,당근왔숑,뷰티/미용,,"산지 한달도 안되고 사용도 한번 밖에 안한 제품입니다.
부스터프로로 바꾸려고 판매합니다.
메디큐브 공식 홈페이지에서 구매했어요~",78000
마미케어,메디큐브 부스터프로,[미개봉] 메디큐브 에이지알 AGE-R 부스터 프로,거래완료,"260,000원",잠실2동,2025-09-02,2,4,189,96.5℃,야누야뉴,뷰티/미용,잠실역 근처에서 직거래 가능하니 필요하신분 연락주세요!,"에이지알 부스터 프로 미개봉 새 제품입니다
잠실역 근처에서 직거래 가능하니 필요하신분 연락주세요!
감사합니다:)",260000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로팔아요,거래완료,"100,000원",잠실2동,2025-09-02,12,2,265,37.7℃,그레이맘,뷰티/미용,,"구입한지 네달 정도됐는데 사용은 10회 미안입니다.
꾸준히 관리하면 효과를 많이 보는것같아요
다른종류가 있어서 정리하려고합니다.
같이 받았던 콜라겐 앰플도 같이 드립니다
다른 앰플로도 가능하나 이걸 사용했을때 조금더 잘되는것같았어요.",100000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터프로 판매합니다🍀,거래완료,"200,000원",문정동,2025-09-02,2,5,194,44.1℃,미미미마,뷰티/미용,,"안녕하세요 !
올인원 피부미용기기
메디큐브 부스터프로 판매합니다

사용한 건 정말 몇 회 안 되고 
사용할 때마다 알콜스왑으로 닦고 보관했었습니다
아직 할부도 안 끝났는데요…😅
당분간 모공치료때문에 홈케어 바르느라 사용 안 할 것 같아서 판매합니다 !

정가는 329,000원입니다

편하게 당근 주세요
거래 희망 장소도 협의해드리겠습니다~!",200000
