카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명,가격원
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 미니 플러스 마이멜로디 에디션,거래완료,"50,000원",신길제5동,2026-07-01,1,2,47,38.8℃,이름,뷰티/미용,신대방역 3번출구,"직거래 장소는 신대방역 3번출구입니다

에눌 안됩니다 사실 분만 연락주세요",50000
마미케어,메디큐브 부스터프로,[미개봉]메디큐브 에이지알 부스터 프로 x2 핑크 양천,거래완료,"260,000원",양평제1동,2026-07-01,2,2,96,39.7℃,빠른물,뷰티/미용,📦 직거래 / 택배거래 가능,"메디큐브 부스터 프로 블랙 새제품 판매합니다.
엄마 드리려고 했는데 안쓰산다고 하네요.
새제품인데 싸게 내놓습니다.",260000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로(25년 블랙) 서울,거래완료,"120,000원",영등포구,2026-07-01,0,9,131,37.2℃,동안이,뷰티/미용,영등포시장역,"작년12월에 사서 열심히 쓸줄알았는데... 부지런해야 쓰겠더라구요...  6-7회정도 사용하였고, 풀박스입니다!

영등포시장역, 당산역, 을지로3가역 직거래 가능합니다~!",120000
마미케어,메디큐브 부스터프로,(미개봉)메디큐브 에이지알 부스터 프로 핑크),거래완료,"180,000원",신길제5동,2026-07-01,2,2,31,55.2℃,워닌데요,뷰티/미용,직거래 금옥여고 앞 혹은 조율가능합니다,"피부 고민 해결을 위한 메디큐브 에이지알 부스터 프로에요
꼼꼼한 관리로 매끈하고 건강한 피부를 만들어 보세요
새 제품 가격으로 만나보실 수 있어요
집에서 간편하게 피부 관리를 하고 싶으신 분들께 추천드려요",180000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터프로 풀박스 / 3번 사용,거래완료,"130,000원",대림제3동,2026-07-01,1,5,66,40.3℃,suahjay,뷰티/미용,📍독산동 문고리거래(비대면) / 택배 가능,"메디큐브 AGE-R 부스터 프로

이제 30대라 홈케어 열심히 해보려고 샀는데… 결국 귀찮아서 못 하겠더라고요 .. ㅎ부지런하신 분께 보내요  (3번 사용)
(후기는 열심히 써보신 분들 거 참고하세요!ㅠㅠ)

  · 제조: 2025년 6월 / 구매: 2025년 10월쯤
  · 구성: 본체 + 정품 풀박스 + 구성품
  · 정가 30만원 이상 → 175,000원

  📍독산동 문고리거래(비대면) / 택배 가능",130000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 풀박스,거래완료,"100,000원",대림제3동,2026-07-01,0,6,53,38.1℃,실버워터,뷰티/미용,낙성대역,"메디큐브 에이지알 부스터 프로 블랙 색상 풀박스 구성이에요
본체와 충전 케이블, 사용 설명서까지 모두 갖춰져 있답니다
피부 탄력과 리프팅에 도움을 주는 뷰티 디바이스로
매일매일 건강한 피부를 가꾸고 싶으신 분들께 추천드려요
앰플도 새거 하나 있어서 같이 드려요!! 유통기한 27년 7월까지 입니다",100000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 옐로우,거래완료,"135,000원",영등포동,2026-07-01,2,0,96,45.2℃,모미,뷰티/미용,"몇일전 공홈구매했구요 구매번호로 선물받았다고 인증하시면 나중에 as도 편하게 받으실수있어요 다른제품 선물받아서 당근합니다  새 제품 가격 329,000원인 제품을 좋은 가격에 만나보세요 직거래 반값택배 모두 가능하세요","피부 고민 해결을 도와주는 메디큐브 에이지알 부스터 프로 옐로우에디션이에요 이쁜 노랑이예요^^

피부 속부터 탄력과 광채를 채워주는 뷰티 디바이스로, 집에서 간편하게 홈케어를 즐길 수 있어요

몇일전 공홈구매했구요 구매번호로 선물받았다고 인증하시면 나중에 as도 편하게 받으실수있어요 다른제품 선물받아서 당근합니다  새 제품 가격 329,000원인 제품을 좋은 가격에 만나보세요 직거래 반값택배 모두 가능하세요

피부 개선 효과를 원하시는 분들께 추천드려요",135000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 양천,거래완료,"90,000원",양평제1동,2026-07-01,2,7,180,44.9℃,지돌이,뷰티/미용,직거래 목동 부근,"선물 받은 기기인데 손이 잘 안가서 ㅠㅠ 
잘 사용하실 분께 저렴히 판매합니다. 


*크랙은 발견되지않으나 헤드부분 생활 기스 확인해주세요
사용할때 문제가 되거나 거슬리진 않습니다
하자없음. 사용감 사진 확인. 
 
박스나 다른 구성품은 버려서 없습니다 
본품만 판매합니다


직거래 목동 부근
구매시 환불 불가",90000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 문래동3가,거래완료,"50,000원",대림제1동,2026-07-01,2,2,77,45.1℃,김윰,뷰티/미용,직거래는 문래도서관앞에서 합니다,"메디큐브 에이지알 부스터 프로 블랙입니다
다양한 모드로 피부 관리를 도와줘요
피부 탄력 관리에 관심 있는 분들께 추천드려요

헤드부분에 크랙(사진 마지막 동그라미부분)이 있어서 저렴히 내놓습니다 사용하는데는 문제없어요 
크랙 상관없으시면 저렴히 데리구 가세요
제품박스는 없어요

예민사절 환불불가

직거래는 문래도서관앞에서 합니다",50000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 짱구 에디션,거래완료,"160,000원",신길제1동,2026-06-01,1,2,137,37.2℃,당근당근,뷰티/미용,영등포역 직거래 희망,"메디큐브 AGE-R 부스터 프로 판매합니다.

2025년 8월 홍대 매장에서 구매했고 정상 작동 확인 완료입니다.  
설명서는 분실했지만 정품 인증 코드는 보유하고 있습니다.

요즘 당근 보면 헤드 크랙 난 제품 꽤 보이던데  
이 제품은 크랙 전혀 없고 상태 깔끔합니다.  
기능 문제 없이 사용하던 제품입니다.

✔ AGE-R 라인 핵심 홈케어 기능  
- 피부 탄력 케어  
- 광채 & 볼륨 관리  
- 피부결 정돈  
- 밀도 케어  
- 톤 개선

집에서 관리하기 귀찮아서 팔아요!
구매해놓고 몇 번 쓰다 보니  
“아… 역시 관리는 부지런한 사람이 하는 거구나” 깨닫고 판매합니다.

💰 판매가: 170,000원  
합리적인 선에서 네고 가능합니다.

📦 직거래 / 택배거래 가능

홈케어 관심 있으신 분,  
크랙 없는 상태 좋은 제품 찾는 분이면 괜찮은 선택일 겁니다.

편하게 문의 주세요.",160000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 풀패키지,거래완료,"130,000원",도림동,2026-06-01,1,10,145,50.5℃,페퍼민츠,뷰티/미용,문래 서울양평역 여의도 직거래합니다.,"박스 구성품 다있고 
1번쓰고 팝니다

반택+2천원
일택+3천원",130000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 미니 핑크,거래완료,"50,000원",신길제1동,2026-06-01,1,5,97,37.3℃,구동,뷰티/미용,국회의사당역4번출구에서 직거래만 합니다!,"메디큐브 에이지알 부스터 프로 미니 핑크 색상이에요
본품과 파우치가 함께 있어요
사진에서 보이는 것처럼 깔끔한 상태랍니다
피부 관리에 관심 있는 분들께 추천드려요

여행갈 때 챙겨다니기 좋은데 저는 워낙 귀차니즘이라...",50000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙,거래완료,"100,000원",대림제3동,2026-06-01,0,2,24,43.9℃,PanaceaForUs,뷰티/미용,직거래만해요~,"메디큐브 에이지알 부스터 프로 미니 플러스 핑크 색상 새상품입니다
-피부 속 광채를 깨우는 7가지 모드
-피부 속 콜라겐 생성 촉진
미개봉 새제품입니다",100000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 미니+펩타이드 세럼 (최종가격),거래완료,"43,000원",도림동,2026-06-01,2,3,68,51.1℃,개구장이,뷰티/미용,반값택배 혹은 직거래 희망,"메디큐브 AGE-R 부스터 프로 
메디큐브 에이지알 부스터 프로(새상품)

핑크색이고, 미개봉 상태입니다.
직거래만해요~

화-금 여의도 or 삼각지
주말 삼각지역",43000
마미케어,메디큐브 부스터프로,"메디큐브 에이지알 하이포커스샷, 울트라튠 40.68 , 피디알엔 부스터젤",거래중,"200,000원",대림제3동,2026-05-02,0,4,96,38.8℃,푸석이,뷰티/미용,구디역,"메디큐브 에이지알 부스터 프로 미니 화이트 색상이에요
한화생명금융서비스 2026 연도대상 시상식 제품입니다
1번만 쓴 거의 새제품이고 박스까지 있습니다.
알코솜으로 깨끗이 소독하고 드립니다.",200000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙,거래완료,"81,000원",대림제3동,2026-06-01,1,3,96,39.7℃,성냥팔이소녀,뷰티/미용,직거래는 신도림역에서 가능하고 반택도 됩니다,"메디큐브 에이지알 부스터 프로 블랙 판매해요
사진에 보이는 제품 그대로 보내드려요
2023년 1월 제조 상품입니다
피부 탄력 관리에 도움을 주는 제품이에요
사용감 있고 
환불은 안됩니다.",81000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로 미니플러스 + 클렌징 디바이스,거래완료,"70,000원",신길제1동,2026-06-01,1,3,69,37.2℃,련지,뷰티/미용,문성초등학교,"메디큐브 에이지알 울트라튠 40.68 
메디큐브 부스터프로 풀박스 구성입니다. 
울트라튠은 고주파 기기로 피부 탄력 관리에 좋고,
부스터프로는 부스터+미세전류+더마샷+에어샷 모드 4가지가 함께 들어있어요. 
부스터 프로는 흔하지 않은 하얀색 기계입니다. 

피부 홈케어를 고민하시는 분들께 추천드려요ㅎㅎ
두가지 기계로 다 가능합니다.
쿨거래시 가격 네고 가능합니다. 

직거래 선호합니다. 
늘사랑교회 앞",70000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로 미니플러스 3종 세트,거래완료,"90,000원",신길제1동,2026-06-01,2,4,58,46.6℃,소찌,뷰티/미용,"26만원에 판매하며 직거래는 신정역 1, 4, 5번 출구 및 킴스클럽 근처에서 합니다. 토일월은 일때문에 밤 10시반이후 거래 가능하며 화수는 시간 상관없습니다!","메디큐브 에이지알 부스터 프로 X2 핑크 색상이에요
구성품은 본체와 충전기, 설명서가 있어요
사진에서 보이는 것처럼 깔끔한 상태를 유지하고 있어요
피부 탄력과 리프팅에 관심 있는 분들께 추천드려요",90000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 단품,거래완료,"70,000원",도림동,2026-06-01,1,0,97,47.9℃,레몬,뷰티/미용,가산디지털단지역 근처에서 직거래 가능합니다,"메디큐브 에이지알 부스터프로 X2 조프렌즈 에디션 풀구성이에요
사진에 보이는 구성품 모두 포함되어 있어요
피부 탄력과 리프팅에 도움을 주는 뷰티 디바이스랍니다

완전 새상품이에요",70000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 단품,거래완료,"90,000원",신길제1동,2026-06-01,4,4,165,37.2℃,하리,뷰티/미용,직거래 위치 조정 가능합니다.,"메디큐브 에이지알 부스터 프로X2 핑크 미개봉 새 상품입니다.

쓸 시간이 없을듯해서 팔아요ㅠ

📌교환환불불가
📌예약중 아니면 구매가능 상태, 찔러보기❌️
📌편의점택배(gs,세븐일레븐) 가능 +2200",90000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로,거래완료,"60,000원",대림동,2026-06-01,8,9,187,37.6℃,leeeryu,뷰티/미용,5호선 양평역 2번출구 앞에서 직거래 가능합니다,"실사용횟수 10회 미만입니다
상태는 사진 참고해주시고 중앙 부분에 살짝 금간것처럼 보이는데 작동에는 전혀 이상 없습니다

구성품:박스,충전케이블",60000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 풀박스. 미사용 제품 양천,거래완료,"130,000원",양평제1동,2026-06-01,4,5,62,36.8℃,눈눈,뷰티/미용,목동역 직거래 원합니다,"메디큐브 에이지알 부스터 프로 헤드 케이스
미사용 풀박스 구성이에요
선물받아 보관만 했기때문에 비닐포장지도 그대로 있습니다
목동역 직거래 원합니다",130000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 미니 (핑크),거래완료,"40,000원",신길제5동,2026-06-01,2,4,147,40℃,dav,뷰티/미용,직거래 가능합니다!!,"메디큐브 에이지알 부스터 프로 블랙입니다. 
2024년 제품이구 정품 구매입니다. 헤드부분에 조금 크랙이 있습니다. 사용 시에는 문제 없습니다. 
피부 속 콜라겐, 탄력, 모공, 진피 치밀도, 피부결, 톤, 보습, 윤기, 각질 개선에 도움을 줍니다
블랙 색상으로 고급스러운 느낌을 줍니다.",40000
마미케어,메디큐브 부스터프로,에이피알 메디큐브 에이지알 부스터 프로,거래완료,"130,000원",대림제3동,2026-05-02,2,1,20,38.9℃,주디,뷰티/미용,직거래는 도림동 동아에코빌 앞(저녁 7시 이후),"이번 4월에 구매했고 실사용 한번했어요
피부타입에 맞지 않아 판매해요

정품이고 설명서는 영어로 되어있어요

거래장소는 시흥2동주민센터 
또는 평일 저녁 가디역 가능해요",130000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 미니 화이트 영등포 당산동3가,거래완료,"50,000원",대림제1동,2026-05-02,3,6,146,43.4℃,해온,뷰티/미용,세븐일레븐 당산리슈빌점 평일 저녁 시간 조율 후 직거래 가능합니다,"메디큐브 AGE-R 부스터 프로 미니 화이트 색상이에요
구성품은 본체와 사용 설명서가 있어요
사놓고 잘 안써서 판매합니다

세븐일레븐 당산리슈빌점 평일 저녁 시간 조율 후 직거래 가능합니다
언제든 편하게 연락주세요~~",50000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 쿠로미 에디션,거래완료,"100,000원",신길제1동,2026-05-02,2,5,146,37.6℃,하늘천사님,뷰티/미용,직거래는 망원역 가능합니다!,"메디큐브 에이지알 부스터 프로 쿠로미 에디션 판매해요. 

작년에 구입했고 10회 미만으로 사용해서 저렴하게 10만 원에 내놓을게요. (네고 없음) 뷰티 디바이스 입문자한테 적당한 것 같아요. 

이번에 나온 신상 부스터 X2는 확실히 1단계부터 출력이 세더라고요. ;;; 피부가 특히 얇은 분들은 이 제품이 나을 수 있어요. 

관심있는 분들은 언제든지 연락주세요~",100000
마미케어,메디큐브 부스터프로,메디큐브 부스터 프로 미니 브이롤러 세트 상태좋음,거래완료,"110,000원",신길제1동,2026-05-02,2,5,65,44.2℃,끼니,뷰티/미용,오목교역 2번출구,"메디큐브 부스터 프로 미니와 젤 세트에요
사진에서 보이는 구성품 그대로 보내드려요
피부 탄력과 리프팅에 도움을 주는 제품이에요
집에서 간편하게 홈케어 하고 싶은 분들께 추천드려요",110000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터프로 미니 아이보리 (단순개봉 새상품) 서울,거래완료,"45,000원",영등포구,2026-05-02,2,3,72,47.3℃,깍쨍,뷰티/미용,롯데캐슬위너 정문 앞,"블랙/핑크 가능 합니다

정품큐알은 박스안에 있습니다
큐알 등록시 1년as가능 합니다


감사합니다",45000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 미니 화이트,거래완료,"38,000원",신길동,2026-05-02,4,6,97,51.1℃,찡구,뷰티/미용,"직거래, 반값 택배가능합니다.","메디큐브 에이지알 부스터 프로 미니 화이트 제품이에요
피부 관리에 도움을 주는 기기랍니다
사진에서 보이는 구성품 그대로 보내드려요
피부 탄력 관리에 관심 있는 분들께 추천드려요
박스는 없어요 싸게 넘겨요",38000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 핑크 동작,거래완료,"150,000원",신길제5동,2026-05-02,2,1,53,41.6℃,쑥빙수,뷰티/미용,동작문화원앞,"메디큐브 에이지알 부스터 프로 NEW 핑크 에디션 팝니다! 

핑크색상이고, 상태는 좋아요!

32만원에 6월 구입했고 
5회정도 사용하고 귀찮다보니 사용을 잘안해서 판매합니다 ㅠㅠ

가격제안안받아요",150000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 미니 핑크,거래완료,"42,000원",영등포동,2026-05-02,3,9,245,36.8℃,코더기,뷰티/미용,관악식자재마트 앞,"메디큐브 에이지알 부스터 프로 미니 핑크 색상이에요
박스는 없고 깨끗하게 사용했습니다",42000
마미케어,메디큐브 부스터프로,(급처)메디큐브 부스터 프로 미니 & 진동 클렌저 핑크,거래완료,"110,000원",신길제1동,2026-05-02,1,4,229,38.1℃,내루미,뷰티/미용,현대홈시티1치,"메디큐브 에이지알 부스터 프로 미니 핑크 색상이에요
클렌징 기기와 본체 구성입니다
사진에서 보이는 그대로의 제품이에요
잘 안 써서 판매합니다",110000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 동작,거래완료,"100,000원",신길제5동,2026-05-02,4,14,186,45℃,HH,뷰티/미용,직거래: 상도역 1번출구,"메디큐브 부스터 프로 판매합니다 
구입 후 몇번 사용안하고 보관중이에요
박스, 충전잭은 없고 본품만 있습니다! 
(C타입충전기 호환)

직거래: 상도역 1번출구 
반값택배 가능",100000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 블랙 풀박스 양천,거래완료,"120,000원",양평제1동,2025-12-03,8,20,625,40.4℃,Jung,뷰티/미용,염창역 직거래 가능합니당,"메디큐브 AGE-R Booster Pro 블랙 색상이고
풀박스 구성으로 드립니다!! (작동.충전 아주 잘됨)
피부 광채와 모공.탄력까지 홈케어 디바이스로 관리하기 너무 좋구요 사용감도 많지 않은 편입니다!
염창역 직거래 가능합니당",120000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙,거래완료,"105,000원",도림동,2026-04-02,11,32,1992,41.7℃,밍민,뷰티/미용,"네고는 안되고, 신림역 부근에서 직거래만 가능합니다.","23년11월

메디큐브 에이지알 부스터 프로 블랙입니다
피부 속부터 차오르는 광채를 경험해보세요
집에서 간편하게 피부 관리를 할 수 있습니다
피부결 개선, 탄력 증가, 모공 축소 효과를 기대할 수 있습니다",105000
마미케어,메디큐브 부스터프로,메디큐브 AGE-R 부스터 프로 핑크 미개봉새상품,거래완료,"300,000원",신길제1동,2026-05-02,1,0,32,37.5℃,8월의프리지아,뷰티/미용,제가 퇴근이 9시라 직거래시 저녁 9시30분 이후 또는 10시 이후 가능합니다,"메디큐브 AGE-R 부스터 프로 핑크색입니다
미개봉 새상품입니다
PORN PINK PEPTIDE SERUM 30ml 포함되어 있습니다
피부 속 콜라겐, 탄력, 광채, 모공, 피부결 개선에 도움을 줍니다
피부의 잠재력을 깨우는 5가지 핵심 기술이 담겨 있습니다 

반품 교환 환불 불가",300000
마미케어,메디큐브 부스터프로,메디큐브 헬로키티 부스터프로,거래완료,"190,000원",신길제1동,2026-04-02,3,6,325,39.4℃,몽이,뷰티/미용,현대홈시티1치,"메디큐브 헬로키티 부스터프로 판매합니다 


헬로키티 부스터프로 본체와 헤드 케이스, 설명서가 포함되어 있어요
박스도 그대로 있고 구성품 모두 깨끗하게 사용했습니다 소독티슈는 3장 사용했으나 보관 잘못으로 말라버려 폐기했습니다 ㅠㅠ 정상작동 하는 동영상 보내드릴 수 있습니다 


25년 3월 구매 실 사용횟수 3회입니다",190000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 풀박스,거래완료,"120,000원",대림제3동,2026-05-02,0,1,28,75.9℃,서부해안,뷰티/미용,가양역 직거래 원합니다,"메디큐브 에이지알 부스터 프로 블랙 풀박스입니다

-피부 속 탄력 개선
-겉탄력 리프팅
-톤광채 부스팅 효과

피부 속부터 차오르는 탄력을 경험해보세요",120000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 AGE-R 부스터 프로,거래완료,"150,000원",대림동,2026-03-03,1,6,319,44.3℃,물커비,뷰티/미용,양천구목동중앙남로14길30,"메디큐브 AGE-R 부스터 프로 풀박스입니다. 

안 쓰게 되어 팔아요
10번정도 사용했고, 사용전후로 매번 알콜스왑으로 닦았습니다!

- 풀박스 구성 (본체, 충전 케이블, 설명서)
- 5가지 모드 (부스터, MC, 더마샷, 에어샷, MTS)
- 피부 속 광채, 모공, 탄력, 피부결 개선에 도움
- 피부 속 2.5mm 깊이까지 유효 성분 흡수",150000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 새상품,거래완료,"180,000원",신길제5동,2026-04-02,3,5,143,41.9℃,skql,뷰티/미용,신대방삼거리 직거래합니다,"메디큐브 에이지알 부스터 프로 미사용 새상품입니다
비닐만 뜯은거고 기계에 필름은 그대로 붙어있어요

4단계 관리 어쩌고되어있는데 손이 안가서 판매합니다
친구네 회사에서 산거라 영어로 되어있고 정품인증 큐알도 붙어있습니다

-피부 속 광채, 모공, 탄력, 피부결 개선에 도움을 줍니다
-피부 속 2.5mm 깊이까지 유효 성분 흡수
-피부 자극은 줄이면서 콜라겐은 3배 더 빠르게 촉진시켜 줍니다

신대방삼거리 직거래합니다",180000
마미케어,메디큐브 부스터프로,(미개봉) 메디큐브 에이지알 부스터 프로 레몬베어 새상품 영등포,거래완료,"200,000원",당산제1동,2026-04-02,2,3,63,39.5℃,초록냥,뷰티/미용,직거래 선호 (택배는 우체국만 가능합니다),"메디큐브 AGE-R 부스터 프로 헬로키티 에디션입니다
풀박스 구성이며, 상태 좋습니다
흠집이나 찍힘 전혀 없습니다.
- 5분 사용 후 자동 종료 기능이 있습니다
- 5가지 모드로 피부 관리가 가능합니다
- 피부 속 광채, 탄력, 모공, 피부결, 진피 치밀도 개선에 도움을 줍니다",200000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 양천,거래완료,"100,000원",양평제1동,2026-04-02,1,1,65,38℃,피톤치드,뷰티/미용,직거래,"작년에 구입했는데
몇번 사용 안해서 상태 좋아요!
본품만 있습니다~",100000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 풀박스 26년 2월 구매,거래완료,"160,000원",대림제2동,2026-04-02,3,13,204,43.7℃,솔라시도,뷰티/미용,신림역,"메디큐브 에이지알 부스터 프로 풀박스입니다
사고 몇번 사용안했어요

- 풀박스 (본체, 충전 케이블, 설명서, 박스)
- 2025년 11월 제조",160000
마미케어,메디큐브 부스터프로,메디큐브 부스터프로 쿠로미,거래완료,"180,000원",신길제1동,2026-04-02,1,3,68,46.2℃,집수니,뷰티/미용,"등촌역,염창역,오목교역 직거래 가능합니댜.","미사용입니다.
플러스가 아닌 미니소유잔데.. 플러스로만 결합이 가능한것을 모르고 구매하여 팝니다.",180000
마미케어,메디큐브 부스터프로,[정품 A/S 가능]메디큐브 에이지알 부스터 프로 블랙 풀박스,거래완료,"160,000원",신길제1동,2026-04-02,1,1,91,51.4℃,큐큐,뷰티/미용,직거래로만 거래합니다,"구매 후 몇 번만 사용하고 거의 사용하지 않아 상태 좋습니다. 스킨케어 흡수용으로 사용했습니다.

구성품: 박스는 없으며, 핑크색 파우치 + 충전기 함께 드립니다. (사진 참고)

거래 방식: 직거래 희망
서울대입구역 / 낙성대역 / 관악산역 또는 인근 지역 협의 가능

관심 있으시면 편하게 연락 주세요 :)

(중고거래 특성상 환불 불가하니 신중하게 구매 부탁드립니다.)",160000
마미케어,메디큐브 부스터프로,(미개봉) 메디큐브 에이지알 부스터 프로 새상품,거래완료,"180,000원",대림제3동,2026-04-02,4,7,221,43.2℃,오니파파,뷰티/미용,✔ 신사1동 직거래,"메디큐브 에이지알 부스터 프로 화이트 색상입니다
- 풀박스 구성 (본체, 충전기, 설명서, 케이블)
- 5회 미만 사용했고, 화이트는 한정판 입니다!
- 상태 거의 새제품 입니다
- 헤드캡 별도 구매했는데 포함하여 드립니다
편하게 문의주세요 ☺️",180000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 X2 핑크 영등포 당산동4가,거래완료,"320,000원",대림제1동,2026-04-02,3,18,820,37.5℃,진잘라빔,뷰티/미용,"영등포구청역, 광화문역 직거래 가능해요.","메디큐브 에이지알 부스터 프로 X2 핑크색상 판매합니다.
일반 부스터프로 아니고 이번에 새로 나온 X2 입니다

박스랑 설명서까지 다 있고, 3번 사용해서 상태 좋아요.

에이지알 어플이랑 연동해서 사용하심 좋아요

영등포구청역, 광화문역 직거래 가능해요.
문고리 거래도 가능합니다.",320000
마미케어,메디큐브 부스터프로,"메디큐브 부스터 진동 클렌저(부스터프로미니플러스+클렌징헤드, 베이지색상)",거래완료,"100,000원",대림제3동,2026-03-03,0,2,97,61.9℃,임시닉네임30,뷰티/미용,직거래는 신도림역에서 가능하고 반택도 됩니다,"🩷메디큐브 부스터 진동 클렌저와 부스터프로미니플러스 입니다
🩷실사용 횟수 10회 미만이라 기기는 거의 새것 같아요
🩷부스터프로 미니 대비 훨씬 올라간 화장품 흡수력
🩷정말 부드러운 초미세 브러쉬가 자극은 없이 깨끗하게 클렌징 도와줘요

직거래는 신도림역에서 가능하고 반택도 됩니다
판매중인 다른 물품도 함께 구매하시면 반택비 빼드려요!
편하게 연락주세요:)",100000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 미니 핑크 새상품,거래완료,"50,000원",대림동,2026-04-02,1,4,47,36.8℃,낭만호랑이,뷰티/미용,직거래: 평일 저녁7시 이후 가능합니다.,"메디큐브 에이지알 부스터 프로 미니 핑크 새상품입니다

직거래: 평일 저녁7시 이후 가능합니다.
환불불가",50000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 판매 합니다!!,거래완료,"170,000원",신길제5동,2026-04-02,1,4,183,38.7℃,썬플라워,뷰티/미용,📦 직거래 / 택배거래 가능,"메디큐브 AGE-R 부스터 프로 판매합니다.

2025년 8월 홍대 매장에서 구매했고 정상 작동 확인 완료입니다.  
설명서는 분실했지만 정품 인증 코드는 보유하고 있습니다.

요즘 당근 보면 헤드 크랙 난 제품 꽤 보이던데  
이 제품은 크랙 전혀 없고 상태 깔끔합니다.  
기능 문제 없이 사용하던 제품입니다.

✔ AGE-R 라인 핵심 홈케어 기능  
- 피부 탄력 케어  
- 광채 & 볼륨 관리  
- 피부결 정돈  
- 밀도 케어  
- 톤 개선

집에서 관리하기 귀찮아서 팔아요!
구매해놓고 몇 번 쓰다 보니  
“아… 역시 관리는 부지런한 사람이 하는 거구나” 깨닫고 판매합니다.

💰 판매가: 170,000원  
합리적인 선에서 네고 가능합니다.

📦 직거래 / 택배거래 가능

홈케어 관심 있으신 분,  
크랙 없는 상태 좋은 제품 찾는 분이면 괜찮은 선택일 겁니다.

편하게 문의 주세요.",170000
마미케어,메디큐브 부스터프로,메디큐브 에이지알 부스터 프로 블랙 영등포,거래완료,"150,000원",당산제1동,2026-04-02,1,1,39,48.8℃,혜야,뷰티/미용,직거래/택배 모두 가능하니 편히 연락 주세요😊,"메디큐브 에이지알 부스터 프로 블랙 색상입니다
풀박스 구성으로 드립니다
피부 속 콜라겐, 탄력, 보습, 광채, 피부결 개선에 도움을 줍니다
피부 속 2.5mm 깊이까지 유효 성분 흡수율이 4배 증가합니다",150000
마미케어,메디큐브 부스터프로,"메디큐브 에이지알 부스터프로 어워즈 기획 미개봉(pdrn 핑크앰플,크림 정품증정)",거래완료,"210,000원",신길제1동,2026-04-02,2,0,55,37.3℃,료미,뷰티/미용,직거래: 상도역 1번출구,"전에 샀던건데 이사하면서 개봉도 안한채로 정리박스에 둔거 까먹고 있었어요 ㅠㅠㅠ사진처럼 겉박스 살짝 손상된거 말고 개봉해보지도 않은 미개봉 새거에요

1년 쫌  전에 샀는데 그때 어워즈 기획으로 메디큐브 pdrn 핑크 앰플이랑 수분크림 정품 든 기획입니다 ( 두개합쳐서 정가만 5만원 넘네용,,) 대신 유통기한이 많이 남진않아 참고해주세여",210000
